F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_136.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_136.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_136.jpg, 0, 0, 0, 8.458521E-05
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_238.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_238.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_238.jpg, 0, 0, 0, 7.839838E-05
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_338.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_338.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_338.jpg, 0, 0, 0, 7.801635E-05
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_441.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_441.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_441.jpg, 0, 0, 0, 7.997358E-05
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_544.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_544.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_544.jpg, 0, 0.1018878, 0, 0.02339132
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_646.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_646.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_646.jpg, 0, 0.3936741, 0, 0.3483661
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_746.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_746.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_746.jpg, -0.2987217, 0.6923959, 0, 0.9818645
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_850.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_850.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_850.jpg, -0.6379663, 1, 0, 2.271222
F:\CarSim\Data\IMG\center_2019_10_10_14_00_44_951.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_44_951.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_44_951.jpg, -0.3352279, 1, 0, 3.442146
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_051.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_051.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_051.jpg, -0.03469814, 1, 0, 4.614574
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_152.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_152.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_152.jpg, 0, 1, 0, 5.772744
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_254.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_254.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_254.jpg, 0, 1, 0, 6.921301
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_354.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_354.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_354.jpg, -0.2568816, 1, 0, 8.043028
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_455.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_455.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_455.jpg, -0.5573505, 1, 0, 9.100746
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_555.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_555.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_555.jpg, -0.480597, 1, 0, 10.16466
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_658.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_658.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_658.jpg, -0.1830542, 1, 0, 11.28032
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_760.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_760.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_760.jpg, 0, 1, 0, 12.49482
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_861.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_861.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_861.jpg, 0, 1, 0, 13.30093
F:\CarSim\Data\IMG\center_2019_10_10_14_00_45_963.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_45_963.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_45_963.jpg, 0, 1, 0, 14.62732
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_066.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_066.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_066.jpg, -0.1260267, 1, 0, 15.42268
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_166.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_166.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_166.jpg, -0.433416, 1, 0, 16.63329
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_268.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_268.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_268.jpg, -0.3755466, 1, 0, 17.39541
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_369.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_369.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_369.jpg, -0.01879415, 1, 0, 18.65826
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_470.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_470.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_470.jpg, 0, 1, 0, 19.81103
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_571.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_571.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_571.jpg, 0, 1, 0, 20.71836
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_674.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_674.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_674.jpg, -0.0209199, 1, 0, 21.78851
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_774.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_774.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_774.jpg, -0.3221826, 1, 0, 22.69135
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_876.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_876.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_876.jpg, -0.3843671, 1, 0, 23.557
F:\CarSim\Data\IMG\center_2019_10_10_14_00_46_978.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_46_978.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_46_978.jpg, -0.08046024, 1, 0, 24.52519
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_079.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_079.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_079.jpg, 0, 1, 0, 25.47359
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_182.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_182.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_182.jpg, 0, 1, 0, 26.42298
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_282.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_282.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_282.jpg, 0, 1, 0, 27.36533
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_383.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_383.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_383.jpg, 0, 1, 0, 28.29839
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_484.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_484.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_484.jpg, -0.235158, 1, 0, 29.19774
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_585.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_585.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_585.jpg, -0.5284782, 1, 0, 29.93638
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_686.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_686.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_686.jpg, -0.3174676, 1, 0, 30.18977
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_789.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_789.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_789.jpg, 0, 1, 0, 30.18547
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_893.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_893.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_893.jpg, 0, 1, 0, 30.18977
F:\CarSim\Data\IMG\center_2019_10_10_14_00_47_994.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_47_994.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_47_994.jpg, 0, 1, 0, 30.19025
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_096.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_096.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_096.jpg, 0, 1, 0, 30.19031
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_200.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_200.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_200.jpg, -0.02163, 1, 0, 30.1902
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_301.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_301.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_301.jpg, -0.314523, 1, 0, 30.16553
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_403.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_403.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_403.jpg, -0.05312011, 1, 0, 30.19098
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_506.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_506.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_506.jpg, -0.0573318, 1, 0, 30.19007
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_606.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_606.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_606.jpg, -0.2738532, 1, 0, 30.17657
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_707.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_707.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_707.jpg, 0, 1, 0, 30.18895
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_811.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_811.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_811.jpg, 0, 1, 0, 30.19016
F:\CarSim\Data\IMG\center_2019_10_10_14_00_48_912.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_48_912.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_48_912.jpg, -0.0876774, 1, 0, 30.18906
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_012.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_012.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_012.jpg, -0.3625686, 1, 0, 30.16198
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_116.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_116.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_116.jpg, -0.06325863, 1, 0, 30.19121
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_219.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_219.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_219.jpg, -0.143511, 1, 0, 30.18913
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_320.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_320.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_320.jpg, -0.132426, 1, 0, 30.19076
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_422.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_422.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_422.jpg, 0, 1, 0, 30.18972
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_524.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_524.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_524.jpg, 0, 1, 0, 30.19026
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_627.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_627.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_627.jpg, 0, 1, 0, 30.19029
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_727.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_727.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_727.jpg, 0, 1, 0, 30.1903
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_828.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_828.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_828.jpg, -0.044145, 1, 0, 30.18986
F:\CarSim\Data\IMG\center_2019_10_10_14_00_49_931.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_49_931.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_49_931.jpg, -0.297009, 1, 0, 30.17042
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_032.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_032.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_032.jpg, 0, 1, 0, 30.1889
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_134.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_134.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_134.jpg, 0, 1, 0, 30.18999
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_236.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_236.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_236.jpg, 0, 1, 0, 30.19026
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_340.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_340.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_340.jpg, 0, 1, 0, 30.19029
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_440.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_440.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_440.jpg, 0, 1, 0, 30.19051
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_543.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_543.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_543.jpg, -0.09896131, 1, 0, 30.1877
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_646.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_646.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_646.jpg, -0.1435182, 1, 0, 30.18869
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_748.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_748.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_748.jpg, 0, 1, 0, 30.18878
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_849.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_849.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_849.jpg, 0, 1, 0, 30.19042
F:\CarSim\Data\IMG\center_2019_10_10_14_00_50_950.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_50_950.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_50_950.jpg, 0, 1, 0, 30.189
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_050.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_050.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_050.jpg, -0.08311591, 1, 0, 30.18894
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_152.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_152.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_152.jpg, -0.2952162, 1, 0, 30.17009
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_255.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_255.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_255.jpg, -0.000353368, 1, 0, 30.18909
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_357.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_357.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_357.jpg, 0, 1, 0, 30.18985
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_459.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_459.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_459.jpg, 0, 1, 0, 30.19007
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_562.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_562.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_562.jpg, 0, 1, 0, 30.19012
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_662.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_662.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_662.jpg, -0.2044425, 1, 0, 30.17748
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_765.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_765.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_765.jpg, -0.1379565, 1, 0, 30.18987
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_867.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_867.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_867.jpg, 0, 1, 0, 30.18908
F:\CarSim\Data\IMG\center_2019_10_10_14_00_51_968.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_51_968.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_51_968.jpg, 0, 1, 0, 30.19049
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_069.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_069.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_069.jpg, 0, 1, 0, 30.19035
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_171.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_171.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_171.jpg, 0, 1, 0, 30.19028
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_275.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_275.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_275.jpg, -0.1928922, 1, 0, 30.17994
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_375.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_375.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_375.jpg, -0.158139, 1, 0, 30.18873
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_477.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_477.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_477.jpg, 0, 1, 0, 30.18938
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_578.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_578.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_578.jpg, 0, 1, 0, 30.18994
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_680.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_680.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_680.jpg, 0, 1, 0, 30.19059
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_783.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_783.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_783.jpg, 0, 1, 0, 30.19031
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_884.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_884.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_884.jpg, 0, 1, 0, 30.19096
F:\CarSim\Data\IMG\center_2019_10_10_14_00_52_988.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_52_988.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_52_988.jpg, -0.2622279, 1, 0, 30.17246
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_090.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_090.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_090.jpg, -0.006260418, 1, 0, 30.18978
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_192.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_192.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_192.jpg, 0, 1, 0, 30.19002
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_293.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_293.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_293.jpg, 0, 1, 0, 30.19018
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_394.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_394.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_394.jpg, 0, 1, 0, 30.19025
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_496.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_496.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_496.jpg, 0, 1, 0, 30.19021
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_598.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_598.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_598.jpg, -0.1024578, 1, 0, 30.18796
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_701.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_701.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_701.jpg, -0.2975802, 1, 0, 30.1705
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_805.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_805.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_805.jpg, -0.0003375364, 1, 0, 30.18708
F:\CarSim\Data\IMG\center_2019_10_10_14_00_53_907.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_53_907.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_53_907.jpg, 0, 1, 0, 30.1903
F:\CarSim\Data\IMG\center_2019_10_10_14_00_54_009.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_54_009.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_54_009.jpg, 0, 1, 0, 30.19034
F:\CarSim\Data\IMG\center_2019_10_10_14_00_54_112.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_54_112.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_54_112.jpg, 0, 1, 0, 30.19038
F:\CarSim\Data\IMG\center_2019_10_10_14_00_54_212.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_54_212.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_54_212.jpg, 0, 1, 0, 30.1904
F:\CarSim\Data\IMG\center_2019_10_10_14_00_54_313.jpg, F:\CarSim\Data\IMG\left_2019_10_10_14_00_54_313.jpg, F:\CarSim\Data\IMG\right_2019_10_10_14_00_54_313.jpg, 0, 1, 0, 30.1904
